FacName,FacStreet,FacCity,FacState,RegistryID,FacCounty,FacLat,FacLong,FacSNCFlg,FacQtrsWithNC,FacPenaltyCount,GHGCO2Releases,TRIReleasesTransfers,FacMapFlg,"DFR URL"
"T & T LOGGING INC","32761 HWY 35 N",DANBURY,WI,110006148169,BURNETT,46.097967,-92.238224,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006148169
"WAGNER EXCAVATING INC.","3437 PAINE AVE",SHEBOYGAN,WI,110005438124,SHEBOYGAN,43.72469,-87.75277,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005438124
"D & S MANUFACTURING CO INC","301 EAST MAIN STREET","BLACK RIVER FALLS",WI,110064146428,JACKSON,44.29427,-90.84121,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110064146428
"RIVER VALLEY TESTING CORP","728 S WESTLAND DR",APPLETON,WI,110005499843,OUTAGAMIE,44.25573,-88.46597,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005499843
"U HAUL","5701 W GOOD HOPE RD",MILWAUKEE,WI,110005435868,MILWAUKEE,43.14846,-87.98356,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005435868
"PAULS PUMP N PANTRY",,,WI,110052043098,VILAS,46.049848,-89.501254,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052043098
"CARAVILLA EDUCATION & REHAB CENTER","203 WEST SUNNY LANE",JANESVILLE,WI,110012852243,ROCK,42.59878,-89.01691,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012852243
"ACE HARDWARE","635 N WISCONSIN ST",ELKHORN,WI,110005547612,WALWORTH,42.68387,-88.54293,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005547612
"SENECA FOODS CORP","1055 ELM ST",CUMBERLAND,WI,110002033825,BARRON,45.53233,-92.01949,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110002033825
"SPENCER LAKE CHRISTIAN CNTR DORMITORY",,,WI,110052036710,WAUPACA,44.478004,-88.967006,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052036710
"EMBARRASS WATERWORKS","P O BOX 173",EMBARRASS,WI,110012847376,WAUPACA,44.6655,-88.7072,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012847376
"J & H AUTO BODY SHOP INC","2520 WARD AVE","LA CROSSE",WI,110005470347,"LA CROSSE",43.78325,-91.21783,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005470347
"PIETROSKE INC","4000 GRAND AVE",MANITOWOC,WI,110005412507,MANITOWOC,44.07744,-87.6972,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005412507
"WELLNITZ BUILDERS INC","1001 HWY 14 N",JANESVILLE,WI,110006140906,ROCK,42.695392,-88.953786,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006140906
"BLAKEN FARMS LLC","W13887 CTY RD D","MELROSE, TOWN OF",WI,110041254665,JACKSON,44.17524,-91.02424,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110041254665
"OMRO SCHOOL DIST","455 LEACH ST",OMRO,WI,110005267683,WINNEBAGO,44.045965,-88.738989,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005267683
"ELLSWORTH ROD & GUN CLUB",,,WI,110052017919,PIERCE,44.725337,-92.426279,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052017919
"WYNGATE SUBDIVISION","WYNGATE SUBDIVISION",MEQUON,WI,110013079747,OZAUKEE,43.0235,-88.2694,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013079747
"BYRNES & PERGA LAW OFFICE","308 S MAPLE ST","TURTLE LAKE",WI,110005497836,BARRON,45.39284,-92.14248,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005497836
"WALMART SUPERCENTER #5463","1220 THIEL ST",HARTFORD,WI,110032956040,WASHINGTON,43.32363,-88.40139,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110032956040
"U HAUL #75051","22 ATLAS CT",MADISON,WI,110005496622,DANE,43.08633,-89.30734,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005496622
"RIGHT CHOICE JANITORIAL SUPPLY INC","6464 N TEUTONIA AVE",MILWAUKEE,WI,110018881806,MILWAUKEE,43.13495,-87.95329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110018881806
"ST JOHNS LUTHERAN SCHOOL",,,WI,110050839287,WASHINGTON,43.391156,-88.232917,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050839287
"APPLE GRAND PRIX","RT 2 BOX 231B",SOMERSET,WI,110008238371,"ST. CROIX",45.148409,-92.672601,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008238371
"FOREMOST FARMS USA","1856 COUNTY ROAD U",COCHRANE,WI,110000605907,BUFFALO,44.32491,-91.68802,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000605907
"CHILDRENS LEARNING CENTER",,,WI,110050548573,,44.628484,-89.71193,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050548573
"WAUSHARA COUNTY HWY DEPT","1001 E MAIN",WAUTOMA,WI,110054171436,WAUSHARA,44.072788,-89.276628,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110054171436
"HILBERT WASTEWATER TREATMENT FACILITY","N7040 IRISH RD",HILBERT,WI,110010889280,CALUMET,44.144028,-88.139556,N,3,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010889280
"CVS PHARMACY #2214","800 MAIN AVE",DEPERE,WI,110054875051,BROWN,44.44981,-88.0816,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110054875051
"HYDRITE CHEMICAL CO","7303 W BRADLEY RD",MILWAUKEE,WI,110069456804,MILWAUKEE,43.16326,-88.00205,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110069456804
"REEDSBURG SALVAGE LLC","1690 E MAIN ST",REEDSBURG,WI,110015321258,SAUK,43.53248,-89.98539,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110015321258
"ELITE AUTO WORKS LLC","1334 W WISCONSIN AVE",APPLETON,WI,110005429517,OUTAGAMIE,44.27309,-88.42717,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005429517
"CESA 4","923 E GARLAND ST","WEST SALEM",WI,110005536018,"LA CROSSE",43.89908,-91.06964,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005536018
"R BAR YOUR PUB & GRILL",,,WI,110049858392,BARRON,45.437192,-91.852892,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049858392
"WIS DOA / UW-WHITEWATER POWER PLT.","LAUDERDALE DRIVE",WHITEWATER,WI,110010417904,JEFFERSON,42.84279,-88.74156,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010417904
"AUTOZONE #1960","2714 CALUMET AVE",MANITOWOC,WI,110069633089,MANITOWOC,44.08691,-87.68247,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110069633089
"FOX POINT CONDOS UNITS 2 & 3",,,WI,110050829564,DOOR,45.067808,-87.087936,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050829564
"J & D AUTO BODY","3421 GAYNOR AVE","WISCONSIN RAPIDS",WI,110005465488,WOOD,44.38027,-89.86664,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005465488
"WI DNR HARTMAN CK ALLEN LK",,,WI,110049828512,WAUPACA,44.478004,-88.967006,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049828512
"S&R CLEANERS & LAUNDROMAT","220 E MAIN ST",WAUTOMA,WI,110009517843,WAUSHARA,44.07424,-89.2847,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110009517843
"LEIPSIC TAVERN",,,WI,110049701961,DODGE,43.422706,-88.704379,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049701961
"CVS PHARMACY #8772","5740 S PACKARD AVE",CUDAHY,WI,110017287050,MILWAUKEE,42.94053,-87.85997,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110017287050
"AMERICAN PRINTING","2909 SYENE RD",MADISON,WI,110005473415,DANE,43.03202,-89.39403,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005473415
"TIMBER LEE CHRIS CTR SCOUT RD FARMHOUSE",,,WI,110050834889,WALWORTH,42.66811,-88.541731,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050834889
"W M W I - PRAIRIE DU CHIEN TRANSFER FACILITY","62949 VINEYARD COULEE RD","PRAIRIE DU CHIEN",WI,110005489907,CRAWFORD,43.0613,-91.0624,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005489907
"CEDAR LODGE AND SETTLEMENT CABINS",,,WI,110049836825,SAUK,43.427998,-89.943329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049836825
"FRENCHS VETERINARY CLINIC",,,WI,110050761822,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050761822
"GLACIER VALLEY GRAPHICS","116 MCLEOD AVE",SPOONER,WI,110018881539,WASHBURN,45.8217,-91.88423,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110018881539
"OSHKOSH WASTEWATER TREATMENT PLANT","233 NORTH CAMPBELL ROAD",OSHKOSH,WI,110064146776,WINNEBAGO,44.02038,-88.55651,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110064146776
"ROTH MFG","314 ELM DR",LOYAL,WI,110005471961,CLARK,44.7414,-90.492629,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005471961
"MIDWEST FOREST PRODUCTS","2595 LAKESHORE DR",MERCER,WI,110012181557,IRON,46.168751,-90.06134,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012181557
"O'REILLY AUTO PARTS #3276","4005 DURAND AVE",RACINE,WI,110005536072,RACINE,42.69687,-87.82722,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005536072
"FAMILY DOLLAR #7449","599 S 3RD  ST",CORNELL,WI,110063759160,CHIPPEWA,45.16163,-91.14965,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110063759160
"ASCENSION MEDICAL GROUP AT KIEL","1160 SERVICE RD",KIEL,WI,110070605836,MANITOWOC,43.919972,-88.023133,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070605836
"FISHER-BARTON SPECIALTY PRODUCTS INC","1040 S TWELFTH ST",WATERTOWN,WI,110043965368,JEFFERSON,43.17121,-88.71378,N,,,,82133,Y,https://echo.epa.gov/detailed-facility-report?fid=110043965368
"WI DNR COUNCIL GRNDS ENTRANCE OFFICE",,,WI,110052016581,LINCOLN,45.338319,-89.742082,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052016581
"MADAME BELLES SILVER DOLLAR SALOON",,,WI,110050624213,WASHINGTON,43.391156,-88.232917,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050624213
"SEW CLEANERS","2100 W 9TH ST",OSHKOSH,WI,110005490682,WINNEBAGO,44.01087,-88.58625,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005490682
"ADAMS AUTO BODY SHOP","2719 N 5TH ST",MILWAUKEE,WI,110005500733,MILWAUKEE,43.0679,-87.91697,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005500733
"FREIMUTH MASONRY INC","951 NORTH PERKINS",APPLETON,WI,110005415372,OUTAGAMIE,44.27076,-88.44125,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005415372
"CALL OF THE WILD BAR",,,WI,110050781980,WASHINGTON,43.391156,-88.232917,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050781980
"THE LAKES COMMUNITY HEALTH CENTER DBA NORTHLAKES COMMUNITY","212 MAPLE ST S","TURTLE LAKE",WI,110070136056,BARRON,45.39367,-92.1424,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070136056
"AUTOZONE #6340","3200 E CALUMET ST",APPLETON,WI,110070124597,OUTAGAMIE,44.24387,-88.36222,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070124597
"NORTHERN CLEARING INC","1805 MAIN ST W",ASHLAND,WI,110005544321,ASHLAND,46.58187,-90.90517,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005544321
"XPRESSNET #1176","123 E KNAPP ST",MILWAUKEE,WI,110070637704,MILWAUKEE,43.047066,-87.910743,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070637704
"HUDSON TRUCK & TRAILER","1664 LIVINGSTON RD",HUDSON,WI,110005451439,"ST. CROIX",44.955295,-92.735715,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005451439
"GARYS AUTO REPAIR","N1618 HALE RD",PESHTIGO,WI,110005476369,MARINETTE,45.01538,-87.75934,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005476369
"WI DNR RAZORBACK LK CMPGD 17",,,WI,110052000954,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052000954
"FORMER DAVIS BORE TOOL","475 S SEYMOUR ST","FOND DU LAC",WI,110005449407,"FOND DU LAC",43.76554,-88.46692,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005449407
"MISSING LINKS GOLF RANGE",,,WI,110050833577,OZAUKEE,43.360715,-87.496553,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050833577
"ROLL IN POINT CAMPGROUND",,,WI,110052044578,PRICE,45.679072,-90.35965,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052044578
"MILLIS TRANSFER INC","121 GEBHARDT RD","BLACK RIVER FALLS",WI,110006142165,JACKSON,44.28965,-90.84197,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006142165
"OREILLY AUTO PARTS STORE 4644","1318 N 4TH ST",TOMAHAWK,WI,110059676051,LINCOLN,45.48736,-89.72907,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110059676051
"SHELL LAKE COOP FERTILIZER PLT","CTH B E","SHELL LAKE",WI,110008246843,WASHBURN,45.739217,-91.93299,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008246843
"PINE LAKE CAMP","W8301 CTH M",WESTFIELD,WI,110016844254,MARQUETTE,43.9109,-89.5023,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016844254
"DIC IMAGING PRODUCTS USA LLC","7300 S TENTH ST","OAK CREEK",WI,110000885481,MILWAUKEE,42.91235,-87.92665,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000885481
"CAMP HORSESHOE MAIN WELL",,,WI,110052011737,ONEIDA,45.713791,-89.536693,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052011737
"BREKKES FIRESIDE RESORT",,,WI,110052045363,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052045363
"CRYSTAL LAKE PARK - BEACH AREA",,,WI,110049603719,DODGE,43.422706,-88.704379,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049603719
"OFFICEMAX STORE #6134","4693 W COLLEGE AVE",APPLETON,WI,110070260123,OUTAGAMIE,44.26193,-88.47521,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070260123
"TWIN LAKES MUNICIPAL BLDG",,,WI,110053051148,KENOSHA,42.579703,-87.424898,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110053051148
"BROOKSIDE MEADOWS MHP","LOT 53 BROOKSIDE MEADOWS ADDTN",GERMANTOWN,WI,110016612352,WASHINGTON,43.2279,-88.17143,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016612352
"WAUSAUKEE CLUB DINING HALL","W10207 CTH C",ATHELSTANE,WI,110016912590,MARINETTE,45.4285,-88.2516,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016912590
"LK HELEN BIBLE CP SMOKEY BEAR",,,WI,110052030921,MARINETTE,45.346899,-87.991198,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052030921
"ST ANNES CATHOLIC CHURCH",,,WI,110052031252,ASHLAND,46.546291,-90.665154,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052031252
"WILKINS BONE LAKE BAR & RESORT INC",,,WI,110050789278,POLK,45.46803,-92.453154,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050789278
"NEKOOSA WATERWORKS","951 MARKET ST",NEKOOSA,WI,110013057538,WOOD,44.31538,-89.90138,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013057538
"ENGLISH INN GB",,,WI,110050834442,BROWN,44.473961,-87.995926,N,7,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050834442
"FIVE STAR COATINGS GROUP INC","36761 89TH ST","TWIN LAKES",WI,110070666647,,42.519799,-88.248137,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070666647
"BRUCES AUTO INN","215 PINE ST","TURTLE LAKE",WI,110005462230,BARRON,45.393766,-92.144536,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005462230
"DAYSPRING BAPTIST CHURCH INC",,,WI,WI2686802,Waukesha,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI2686802
"WESTWARD HO RV RESORT & CANPGROUND BUFFALO PLAINS",,,WI,110050825746,"FOND DU LAC",43.754722,-88.493284,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050825746
"RED ARROW CAMP KITCHEN",,,WI,110052025429,VILAS,46.049848,-89.501254,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052025429
"EVERBREEZE RESORT",,,WI,110049854760,OCONTO,44.996575,-88.206516,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049854760
"SPEEDWAY 4029","3708 60TH ST",KENOSHA,WI,110005497701,KENOSHA,42.581,-87.85372,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005497701
"CENTRAL TRANSPORT","5015 38TH AVE",KENOSHA,WI,110005536125,KENOSHA,42.59018,-87.85463,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005536125
"CHIPPEWA VALLEY ORTHOPEDICS & SPORTS MEDICINE CLINIC","757 LAKELAND DR","CHIPPEWA FALLS",WI,110070123667,CHIPPEWA,44.95013,-91.3546,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070123667
"GOOD OLD DAYS RESORT GARAGE",,,WI,110051976108,MARQUETTE,43.826053,-89.409095,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051976108
"EAGLE WATERS RESORT RESTAURANT",,,WI,110052049733,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052049733
"MONUMENT POINT CMPGD",,,WI,110050823597,DOOR,45.067808,-87.087936,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050823597
"SURE WOOD FOREST CAMPGROUND 4",,,WI,110052030262,LINCOLN,45.338319,-89.742082,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052030262
"CEDAR GROVE WAREHOUSING - PLYMOUTH","802 SOUTH ST",PLYMOUTH,WI,110000566539,SHEBOYGAN,43.738294,-87.972827,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000566539
"TENNECO INC","530 E COLLEGE AVE",MILWAUKEE,WI,110009516693,MILWAUKEE,42.930175,-87.90365,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110009516693
"RHINELANDER CTY DEPT PUBLIC WORKS","644 WASHINGTON ST",RHINELANDER,WI,110005481772,ONEIDA,45.63034,-89.39636,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005481772
"MARSHFIELD ELECTRIC AND WATER DE","2000 S RODDIS AVE",MARSHFIELD,WI,110005441183,WOOD,44.651142,-90.184632,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005441183
"SANCTUARY OF DELAFIELD",,,WI,WI2685951,Waukesha,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI2685951
"WIS DOA / GREEN BAY CORRECTIONAL INSTITUTION","1500 RIVERSIDE DR","GREEN BAY",WI,110008235123,BROWN,44.49309,-88.02139,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008235123
"MMSD LANDFILL GAS PIPLINE-CARFERRY PIG STATION","1225 S CARFERRY DR",MILWAUKEE,WI,110046425114,MILWAUKEE,43.0078,-87.89594,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110046425114
"SHIPYARD ISLAND MARINA INC","166 SOUTH SHORE DR","WASHINGTON ISLAND",WI,110005513872,DOOR,45.376899,-86.901412,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005513872
"COLONY HOUSE",,,WI,110049907570,KENOSHA,42.579703,-87.424898,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049907570
"KOPPERS INC (BEAZER EAST INC)","3185 S COUNTY RD A",SUPERIOR,WI,110000877953,DOUGLAS,46.64853,-92.06646,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000877953
"MARSHFIELD UTILITIES","2000 S. CENTRAL AVENUE",MARSHFIELD,WI,110055361219,WOOD,44.64913,-90.18219,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110055361219
"KENOSHA MEDICAL CENTER CAMPUS","6308 8TH AVE",KENOSHA,WI,110014012344,KENOSHA,42.5775,-87.81926,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110014012344
"SAUK TECHNOLOGIES","300 N. DEKORA WOODS BLVD",SAUKVILLE,WI,110005543894,OZAUKEE,43.3868,-87.952,N,1,,,232,Y,https://echo.epa.gov/detailed-facility-report?fid=110005543894
"MEYER REPAIR","22896 SHUTTLEWORTH RD",SIREN,WI,110005471658,BURNETT,45.74625,-92.49332,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005471658
"WINCHESTER GRADE SCH",,,WI,110049793149,WINNEBAGO,44.085707,-88.668149,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049793149
"ALANA SPRINGS CMPGD",,,WI,110049495355,RICHLAND,43.376199,-90.435693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049495355
"J & W ENTERPRISES OF GREEN BAY INC","101 PACKERLAND DR","GREEN BAY",WI,110037250122,BROWN,44.53726,-88.09438,N,,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110037250122
"COLOMA CAMPERLAND",,,WI,110052008983,WAUSHARA,44.112825,-89.239752,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052008983
"SELJAN TOOL CO INC","644 E LAKE ST SITE A","LAKE MILLS",WI,110005445198,JEFFERSON,43.07842,-88.90119,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005445198
"POLK-BURNETT ELECTRIC COOP","1000 HWY 35",CENTURIA,WI,110006143725,POLK,45.444255,-92.549366,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006143725
"WATERFORD PRECISION CYCLES","816 W BAKKE AVE",WATERFORD,WI,110005435216,RACINE,42.75512,-88.22644,N,3,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005435216
"WASHINGTON ISLAND WELCOME CENTER",,,WI,110050833951,DOOR,45.067808,-87.087936,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050833951
"LIFE LINK III- BASE 9","611 ST JOSEPH AVE, HANGAR BLDG",MARSHFIELD,WI,110070640537,WOOD,44.675386,-90.18004,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640537
"SILVER BIRCH SUPPER CLUB",,,WI,110052012950,LINCOLN,45.338319,-89.742082,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052012950
"MFG FACILITY-KOZIOL INC - VACANT","8601 200TH AVE",BRISTOL,WI,110005513051,KENOSHA,42.55187,-88.05004,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005513051
"SENECA FOODS CORP - JANESVILLE PLANT","418 E CONDE ST",JANESVILLE,WI,110005447640,ROCK,42.65298,-89.00506,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005447640
"MH IMAGING - RACINE","6800 WASHINGTON AVE 2B",RACINE,WI,110070557655,RACINE,42.71946,-87.86418,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070557655
"SOMERSET AUTO BODY","1819 WINDING TRAIL RD","NEW RICHMOND",WI,110005268478,"ST. CROIX",45.1238,-92.6262,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005268478
"ST JOSEPH'S HOSPITAL - MILWAUKEE","5000 W CHAMBERS ST",MILWAUKEE,WI,110001923580,MILWAUKEE,43.07345,-87.97618,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110001923580
"MAX POWER CYLINDERS INC","3001 PROGRESS RD",MADISON,WI,110005536296,DANE,43.05435,-89.30414,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005536296
"WE ENERGIES RACINE SERVICE CENTER","7815 NORTHWESTERN AVE",RACINE,WI,110005429036,RACINE,42.757777,-87.87912,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005429036
"RUSCH ELEMENTARY","117 W FRANKLIN ST",PORTAGE,WI,110005267718,COLUMBIA,43.54347,-89.46316,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005267718
"BEACONS OF MINOCQUA  NEW 3",,,WI,110052011951,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052011951
"WALMART SUPERCENTER #1982","955 N MUTUAL WAY",APPLETON,WI,110006536052,OUTAGAMIE,44.268162,-88.477522,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006536052
"COLBY WASTEWATER TREATMENT FAC","SOUTH THIRD ST",COLBY,WI,110039716849,CLARK,44.90593,-90.31926,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110039716849
"BENIS MFG CO - KELCH DIV","N25 W12545 WESTBROOK CROSSING","MENOMONEE FALLS",WI,110070640018,WAUKESHA,43.17588,-88.0688,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640018
"KASTEN OIL INC","134 WISCONSIN ST","WEST BEND",WI,110012181192,WASHINGTON,43.423888,-88.179442,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012181192
"HEART II",,,WI,110050761555,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050761555
"WELLS LAKESIDE COTTAGES NORTH END",,,WI,110050699268,JUNEAU,43.932836,-90.113984,N,3,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050699268
"SEARS ROEBUCK & CO 7070","10709 MARKET ST",MOSINEE,WI,110005547505,MARATHON,44.862203,-89.636122,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005547505
"TRIPOLI COUNTRY CLUB","7220 N 51ST ST","BROWN DEER",WI,110005508352,MILWAUKEE,43.149115,-87.975368,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005508352
